Year,Round,Seed,Team,Score,Seed_1,Team_1,Score_1,Favorite,Seed_diff,Spread,Winner,Upset,Team_conference,Team_1_conference,Year_diff,assist_percentage_diff,assists_diff,away_losses_diff,away_wins_diff,block_percentage_diff,blocks_diff,conference_losses_diff,conference_wins_diff,defensive_rebounds_diff,effective_field_goal_percentage_diff,field_goal_attempts_diff,field_goal_percentage_diff,field_goals_diff,free_throw_attempt_rate_diff,free_throw_attempts_diff,free_throw_percentage_diff,free_throws_diff,free_throws_per_field_goal_attempt_diff,games_played_diff,home_losses_diff,home_wins_diff,losses_diff,minutes_played_diff,offensive_rating_diff,offensive_rebound_percentage_diff,offensive_rebounds_diff,opp_assist_percentage_diff,opp_assists_diff,opp_block_percentage_diff,opp_blocks_diff,opp_defensive_rebounds_diff,opp_effective_field_goal_percentage_diff,opp_field_goal_attempts_diff,opp_field_goal_percentage_diff,opp_field_goals_diff,opp_free_throw_attempt_rate_diff,opp_free_throw_attempts_diff,opp_free_throw_percentage_diff,opp_free_throws_diff,opp_free_throws_per_field_goal_attempt_diff,opp_offensive_rebound_percentage_diff,opp_offensive_rebounds_diff,opp_personal_fouls_diff,opp_points_diff,opp_steal_percentage_diff,opp_steals_diff,opp_three_point_attempt_rate_diff,opp_three_point_field_goal_attempts_diff,opp_three_point_field_goal_percentage_diff,opp_three_point_field_goals_diff,opp_two_point_field_goal_attempts_diff,opp_two_point_field_goal_percentage_diff,opp_two_point_field_goals_diff,opp_total_rebound_percentage_diff,opp_total_rebounds_diff,opp_true_shooting_percentage_diff,opp_turnover_percentage_diff,opp_turnovers_diff,pace_diff,personal_fouls_diff,points_diff,simple_rating_system_diff,steal_percentage_diff,steals_diff,strength_of_schedule_diff,three_point_attempt_rate_diff,three_point_field_goal_attempts_diff,three_point_field_goal_percentage_diff,three_point_field_goals_diff,two_point_field_goal_attempts_diff,two_point_field_goal_percentage_diff,two_point_field_goals_diff,total_rebound_percentage_diff,total_rebounds_diff,true_shooting_percentage_diff,turnover_percentage_diff,turnovers_diff,win_percentage_diff,wins_diff
2018,Second Round,1,Kansas,83,8,Seton Hall,79,TEAM_2,7,4,TEAM_1,True,big-east,sec,0.0,4.700000000000003,166.0,-3.0,5.0,-3.1999999999999993,-14.0,-4.0,4.0,61.0,0.07699999999999996,325.0,0.028000000000000025,222.0,-0.14600000000000002,-212.0,0.08100000000000007,-90.0,-0.07799999999999999,3.0,-1.0,-4.0,-7.0,130.0,12.700000000000003,-6.199999999999999,-56.0,-0.4000000000000057,60.0,-0.3000000000000007,-29.0,125.0,0.01699999999999996,159.0,0.023999999999999966,123.0,-0.055999999999999994,-84.0,0.05500000000000005,-23.0,-0.023999999999999994,-4.100000000000001,-59.0,-63.0,208.0,-1.3999999999999995,-19.0,-0.069,-97.0,0.016000000000000014,-15.0,256.0,0.010000000000000009,138.0,1.2000000000000028,66.0,0.017000000000000015,1.5,76.0,0.29999999999999716,-57.0,623.0,9.400000000000002,1.0999999999999996,51.0,-0.4900000000000002,0.21699999999999997,612.0,0.04400000000000004,269.0,-287.0,0.07799999999999996,-47.0,-1.2000000000000028,5.0,0.06799999999999995,-2.5,-54.0,0.19700000000000006,10.0
2018,Second Round,7,Rhode Island,62,2,Duke,87,TEAM_1,-5,-25,TEAM_2,True,big-east,sec,0.0,-1.3999999999999986,117.0,-4.0,5.0,-4.800000000000001,-47.0,-5.0,5.0,33.0,0.08099999999999996,319.0,0.03999999999999998,244.0,-0.026000000000000023,39.0,0.118,110.0,0.017000000000000015,5.0,-2.0,-1.0,-9.0,215.0,16.200000000000003,-4.599999999999998,-47.0,-5.600000000000001,20.0,-1.3000000000000007,-30.0,84.0,0.016000000000000014,215.0,0.020000000000000018,136.0,-0.009000000000000008,38.0,0.05900000000000005,64.0,0.010000000000000009,-0.6000000000000014,0.0,82.0,340.0,-2.3999999999999995,-34.0,-0.019000000000000017,37.0,-0.009000000000000008,4.0,178.0,0.032999999999999974,132.0,1.8999999999999986,84.0,0.020000000000000018,2.5999999999999996,133.0,-0.8000000000000114,71.0,832.0,11.34,1.3999999999999995,69.0,-0.379999999999999,0.14499999999999996,458.0,0.07200000000000001,234.0,-139.0,0.06499999999999995,10.0,-1.8999999999999986,-14.0,0.08499999999999996,-3.0,-50.0,0.271,14.0
2018,Second Round,5,Kentucky,95,13,Buffalo,75,TEAM_2,8,20,TEAM_1,True,big-12,wcc,0.0,5.600000000000001,85.0,2.0,-2.0,1.3000000000000007,26.0,4.0,-4.0,-57.0,0.0050000000000000044,105.0,-0.006000000000000005,40.0,-0.05099999999999999,-85.0,0.0,-60.0,-0.036000000000000004,2.0,2.0,-1.0,3.0,65.0,-2.700000000000003,-3.599999999999998,-32.0,2.299999999999997,89.0,2.5,37.0,74.0,0.020000000000000018,241.0,0.017000000000000015,141.0,-0.044999999999999984,-38.0,-0.0030000000000000027,-29.0,-0.033,8.100000000000001,137.0,-25.0,298.0,0.6000000000000005,26.0,0.03400000000000003,170.0,-0.01699999999999996,43.0,71.0,0.044999999999999984,98.0,5.700000000000003,211.0,0.014000000000000012,0.09999999999999964,46.0,0.5,-34.0,83.0,2.960000000000001,0.29999999999999893,20.0,9.28,0.01799999999999996,83.0,0.03300000000000003,63.0,22.0,-0.025999999999999912,-23.0,-5.700000000000003,-89.0,0.0010000000000000009,0.6999999999999993,36.0,-0.06999999999999995,-1.0
2018,Second Round,6,Houston,63,3,Michigan,64,TEAM_1,-3,-1,TEAM_2,True,big-12,acc,0.0,2.8999999999999986,47.0,-1.0,2.0,-4.0,-59.0,1.0,-1.0,-111.0,-0.0040000000000000036,54.0,0.007000000000000006,38.0,0.0030000000000000027,24.0,-0.02100000000000002,4.0,-0.0050000000000000044,2.0,2.0,-1.0,2.0,75.0,-2.0999999999999943,-1.3000000000000007,-9.0,6.0,58.0,-3.5,-35.0,33.0,0.019000000000000017,-53.0,0.01899999999999996,16.0,0.09599999999999997,176.0,0.031000000000000028,146.0,0.07900000000000001,5.699999999999999,54.0,56.0,171.0,0.0,9.0,0.025000000000000022,30.0,-0.021999999999999964,-7.0,-83.0,0.04999999999999999,23.0,4.300000000000004,87.0,0.030000000000000027,3.400000000000002,120.0,-0.9000000000000057,120.0,46.0,-4.330000000000002,3.5999999999999996,96.0,-0.5099999999999998,-0.031000000000000028,-41.0,-0.024999999999999967,-34.0,95.0,0.018000000000000016,72.0,-4.300000000000004,-120.0,-0.005999999999999894,0.0,9.0,-0.03799999999999992,0.0
2018,Second Round,1,Villanova,81,9,Alabama,58,TEAM_2,8,23,TEAM_1,True,atlantic-sun,acc,0.0,-2.200000000000003,-202.0,9.0,-4.0,-4.6000000000000005,-92.0,3.0,-7.0,-343.0,-0.05900000000000005,-517.0,-0.03699999999999998,-320.0,-0.008999999999999952,-194.0,-0.020000000000000018,-150.0,-0.012999999999999984,-7.0,5.0,-7.0,12.0,-285.0,-17.19999999999999,-9.199999999999996,-189.0,-4.700000000000003,-94.0,-0.20000000000000018,-11.0,-54.0,0.07,-562.0,0.07299999999999995,-95.0,0.091,40.0,-0.014000000000000012,21.0,0.062,2.8000000000000007,-105.0,-153.0,-248.0,0.8000000000000007,-20.0,-0.02799999999999997,-258.0,0.006000000000000005,-79.0,-304.0,0.10300000000000004,-16.0,7.200000000000003,-159.0,0.06900000000000006,1.5,-51.0,0.8000000000000114,-34.0,-939.0,-35.61,-0.5,-59.0,-14.02,-0.11599999999999999,-393.0,-0.007000000000000006,-149.0,-124.0,-0.07600000000000007,-171.0,-7.200000000000003,-532.0,-0.05499999999999994,1.9000000000000021,-51.0,-0.451,-19.0
2018,Second Round,6,Florida,66,3,Texas Tech,69,TEAM_1,-3,-3,TEAM_2,True,meac,big-12,0.0,-0.6000000000000014,-57.0,8.0,-1.0,-9.5,-103.0,-3.0,1.0,-81.0,-0.02100000000000002,-24.0,-0.035999999999999976,-96.0,-0.018000000000000016,-50.0,-0.07000000000000006,-87.0,-0.034,-5.0,-1.0,-4.0,6.0,-190.0,-11.5,-8.999999999999996,-98.0,3.6000000000000014,187.0,1.0999999999999996,-31.0,206.0,0.06000000000000005,275.0,0.067,267.0,-0.135,-181.0,0.0020000000000000018,-128.0,-0.095,5.0,53.0,-84.0,416.0,-0.20000000000000018,1.0,-0.01100000000000001,80.0,-0.02400000000000002,10.0,195.0,0.12099999999999994,257.0,8.0,259.0,0.041999999999999926,-2.1000000000000014,-36.0,13.099999999999994,-190.0,-210.0,-35.239999999999995,-0.40000000000000036,0.0,-14.419999999999998,0.17100000000000004,393.0,-0.05299999999999999,69.0,-417.0,0.03700000000000003,-165.0,-8.0,-179.0,-0.029000000000000026,1.0,28.0,-0.23399999999999999,-11.0
2018,Second Round,10,Butler,73,2,Purdue,76,TEAM_1,-8,-3,TEAM_2,True,acc,big-ten,0.0,-5.299999999999997,-75.0,5.0,-4.0,1.5,6.0,6.0,-6.0,-52.0,-0.04499999999999993,28.0,-0.024999999999999967,-39.0,0.014000000000000012,39.0,-0.052000000000000046,-12.0,-0.009000000000000008,-2.0,1.0,-3.0,5.0,-65.0,-8.200000000000003,4.199999999999999,79.0,-0.09999999999999432,-11.0,0.20000000000000018,10.0,17.0,0.014000000000000012,-68.0,0.0040000000000000036,-20.0,0.08200000000000002,158.0,0.025000000000000022,126.0,0.064,1.5,7.0,-30.0,120.0,0.5,14.0,0.03300000000000003,47.0,0.022999999999999965,34.0,-115.0,-0.0010000000000000009,-54.0,0.0,24.0,0.02300000000000002,1.1999999999999993,46.0,4.1000000000000085,72.0,-168.0,-7.620000000000001,1.0999999999999996,30.0,-0.2400000000000002,-0.03300000000000003,-59.0,-0.07,-80.0,87.0,-0.0050000000000000044,41.0,0.0,27.0,-0.04399999999999993,1.4000000000000004,57.0,-0.15400000000000003,-7.0
2018,Second Round,11,Syracuse,55,3,Michigan State,53,TEAM_1,-8,2,TEAM_1,False,mvc,ovc,0.0,11.400000000000006,204.0,-8.0,4.0,-4.500000000000001,-15.0,-10.0,10.0,206.0,0.07099999999999995,157.0,0.06,187.0,0.08300000000000002,200.0,0.0,145.0,0.06,7.0,-8.0,9.0,-15.0,265.0,9.199999999999989,-6.600000000000001,-70.0,-18.499999999999993,-85.0,2.7,41.0,69.0,-0.03700000000000003,320.0,-0.01100000000000001,113.0,-0.08200000000000002,-69.0,0.0050000000000000044,-46.0,-0.05700000000000002,-5.800000000000001,-18.0,158.0,124.0,0.29999999999999893,41.0,-0.11199999999999999,-83.0,-0.033999999999999975,-56.0,403.0,-0.020999999999999963,169.0,-1.7999999999999972,51.0,-0.040000000000000036,0.1999999999999993,63.0,-2.5999999999999943,-40.0,586.0,20.89,-0.40000000000000036,27.0,6.77,-0.0030000000000000027,50.0,0.07300000000000001,67.0,107.0,0.050999999999999934,120.0,1.7999999999999972,136.0,0.06999999999999995,-1.0,23.0,0.5189999999999999,22.0
2018,Second Round,7,Texas A&M,86,2,North Carolina,65,TEAM_1,-5,21,TEAM_1,False,big-12,ovc,0.0,-1.3999999999999986,39.0,-5.0,1.0,0.10000000000000142,2.0,0.0,0.0,-4.0,0.02300000000000002,101.0,0.02400000000000002,93.0,-0.030999999999999972,-26.0,0.05399999999999994,19.0,-0.0030000000000000027,4.0,0.0,3.0,-2.0,160.0,5.400000000000006,-2.3999999999999986,-34.0,1.2000000000000028,12.0,-3.4000000000000004,-38.0,12.0,-0.009000000000000008,62.0,-0.01200000000000001,4.0,0.016000000000000014,53.0,0.03700000000000003,64.0,0.02400000000000002,2.3999999999999986,39.0,39.0,90.0,0.20000000000000107,11.0,0.010000000000000009,44.0,0.0050000000000000044,18.0,18.0,-0.019000000000000017,-14.0,1.8999999999999986,51.0,0.0,0.5,39.0,-5.5,35.0,217.0,18.67,1.4000000000000004,42.0,12.280000000000001,0.006000000000000005,48.0,-0.00599999999999995,12.0,53.0,0.04300000000000004,81.0,-1.8999999999999986,-38.0,0.026000000000000023,-1.8999999999999986,-48.0,0.10000000000000009,6.0
2018,Second Round,7,Nevada,75,2,Cincinnati,73,TEAM_1,-5,2,TEAM_1,False,atlantic-sun,sec,0.0,-6.700000000000003,-104.0,10.0,-6.0,-5.000000000000001,-63.0,3.0,-7.0,-178.0,-0.008000000000000007,-241.0,0.015000000000000013,-80.0,-0.01799999999999996,-118.0,-0.06700000000000006,-129.0,-0.036000000000000004,-5.0,4.0,-5.0,11.0,-205.0,-7.8999999999999915,-3.6999999999999957,-97.0,2.5,60.0,-2.1999999999999993,-26.0,-81.0,0.067,-115.0,0.069,78.0,-0.062,-154.0,0.0040000000000000036,-107.0,-0.04300000000000001,1.6000000000000014,-56.0,-156.0,27.0,0.6000000000000014,-4.0,-0.024999999999999967,-86.0,0.008000000000000007,-22.0,-29.0,0.09600000000000003,100.0,3.1000000000000014,-137.0,0.05300000000000005,-1.3000000000000007,-82.0,4.300000000000011,-140.0,-402.0,-29.369999999999997,0.5999999999999996,-6.0,-14.43,-0.10999999999999999,-280.0,-0.015000000000000013,-113.0,39.0,0.01100000000000001,33.0,-3.1000000000000014,-275.0,-0.018000000000000016,1.4000000000000021,-13.0,-0.41,-16.0
2018,Second Round,5,Clemson,84,4,Auburn,53,TEAM_1,-1,31,TEAM_1,False,meac,wcc,0.0,3.5,-60.0,12.0,-6.0,-3.1999999999999993,-45.0,3.0,-5.0,-265.0,-0.08699999999999997,89.0,-0.09799999999999998,-185.0,-0.026000000000000023,-31.0,-0.01200000000000001,-30.0,-0.02100000000000002,-5.0,1.0,-5.0,12.0,-205.0,-16.5,-5.099999999999998,10.0,12.699999999999996,238.0,3.799999999999999,16.0,255.0,0.08800000000000008,59.0,0.08400000000000002,212.0,0.015000000000000013,52.0,-0.0020000000000000018,36.0,0.01100000000000001,12.0,112.0,-70.0,486.0,0.2999999999999998,15.0,0.018000000000000016,61.0,0.006000000000000005,26.0,-2.0,0.13399999999999995,186.0,11.5,367.0,0.07899999999999996,2.8999999999999986,121.0,13.899999999999991,-23.0,-337.0,-33.79,2.1999999999999993,67.0,-7.6499999999999995,0.16100000000000003,413.0,-0.068,63.0,-324.0,-0.05699999999999994,-248.0,-11.5,-255.0,-0.07899999999999996,0.40000000000000036,28.0,-0.396,-17.0
2018,Second Round,16,Maryland-Baltimore County,43,9,Kansas State,50,TEAM_1,-7,-7,TEAM_2,True,big-ten,big-east,0.0,-0.6999999999999957,58.0,-1.0,1.0,-1.0,9.0,-3.0,3.0,136.0,0.016000000000000014,262.0,0.0,121.0,-0.044999999999999984,-12.0,-0.03699999999999992,-35.0,-0.04299999999999998,7.0,-2.0,1.0,-4.0,285.0,0.0,-8.800000000000004,-71.0,-5.399999999999999,-30.0,1.6999999999999993,18.0,210.0,-0.027000000000000024,170.0,-0.013000000000000012,45.0,0.0,50.0,-0.0030000000000000027,34.0,-0.0010000000000000009,-3.1000000000000014,-6.0,65.0,84.0,-2.000000000000001,-29.0,-0.07300000000000001,-100.0,-0.010000000000000009,-40.0,270.0,-0.03199999999999997,85.0,2.8000000000000043,204.0,-0.02400000000000002,1.8000000000000007,99.0,-5.3999999999999915,29.0,318.0,3.360000000000001,1.0,51.0,-0.6999999999999993,0.10299999999999998,326.0,-0.008000000000000007,111.0,-64.0,0.03300000000000003,10.0,-2.8000000000000043,65.0,0.005999999999999894,-2.799999999999999,-53.0,0.15800000000000003,11.0
2018,Second Round,9,Florida State,75,1,Xavier,70,TEAM_1,-8,5,TEAM_1,False,acc,acc,0.0,-5.0,-125.0,2.0,-2.0,1.5999999999999996,1.0,4.0,-4.0,-99.0,-0.027000000000000024,-163.0,-0.023999999999999966,-131.0,0.02400000000000002,-5.0,-0.019000000000000017,-19.0,0.010000000000000009,-2.0,1.0,-2.0,4.0,-70.0,-9.099999999999994,-6.799999999999997,-98.0,-7.399999999999999,-105.0,1.0,7.0,61.0,0.019999999999999962,-235.0,0.011999999999999955,-70.0,0.101,163.0,-0.014000000000000012,109.0,0.069,-0.3999999999999986,-49.0,-13.0,-25.0,0.0,-6.0,0.009000000000000008,-69.0,0.034999999999999976,6.0,-166.0,0.0,-76.0,3.700000000000003,12.0,0.026000000000000023,1.8999999999999986,41.0,1.6000000000000085,78.0,-315.0,-8.650000000000002,-1.0999999999999996,-34.0,-1.2100000000000009,0.0050000000000000044,-50.0,-0.02200000000000002,-36.0,-113.0,-0.02400000000000002,-95.0,-3.700000000000003,-197.0,-0.02399999999999991,0.7000000000000011,-4.0,-0.127,-6.0
2018,Second Round,13,Marshall,71,5,West Virginia,94,TEAM_1,-8,-23,TEAM_2,True,big-12,mac,0.0,1.7000000000000028,52.0,-2.0,0.0,0.8000000000000007,14.0,2.0,-2.0,49.0,0.025999999999999912,32.0,0.019000000000000017,60.0,-0.02799999999999997,-55.0,0.009000000000000008,-33.0,-0.016999999999999987,3.0,2.0,0.0,-1.0,110.0,2.0999999999999943,-2.5,-49.0,4.200000000000003,85.0,0.20000000000000107,3.0,-6.0,0.007000000000000006,240.0,-0.0040000000000000036,95.0,-0.14900000000000002,-265.0,-0.02100000000000002,-207.0,-0.11499999999999999,2.1000000000000014,64.0,-1.0,61.0,0.20000000000000018,9.0,0.056999999999999995,219.0,0.0050000000000000044,76.0,21.0,0.006000000000000005,19.0,1.1000000000000014,58.0,-0.01100000000000001,-0.5000000000000018,5.0,-3.700000000000003,-158.0,127.0,13.4,0.7999999999999989,29.0,11.62,0.00599999999999995,26.0,0.031000000000000028,40.0,6.0,0.01200000000000001,20.0,-1.1000000000000014,0.0,0.02200000000000002,0.29999999999999893,10.0,0.04500000000000004,4.0
2018,First Round,1,Virginia,54,16,Maryland-Baltimore County,74,TEAM_2,15,-20,TEAM_2,False,acc,big-ten,0.0,-6.100000000000001,-190.0,1.0,-2.0,9.299999999999999,72.0,5.0,-5.0,-89.0,-0.07600000000000007,-340.0,-0.051000000000000045,-260.0,0.09800000000000003,90.0,0.07499999999999996,120.0,0.09499999999999997,-4.0,4.0,-1.0,6.0,-155.0,-8.599999999999994,9.200000000000003,97.0,30.299999999999997,179.0,-1.0,-13.0,-175.0,-0.013999999999999957,-181.0,-0.034999999999999976,-147.0,0.016000000000000014,-21.0,0.010000000000000009,-9.0,0.014000000000000012,5.0,59.0,-50.0,-236.0,3.2,56.0,0.14100000000000001,234.0,-0.010000000000000009,67.0,-415.0,-0.017000000000000015,-214.0,-2.3000000000000043,-116.0,-0.009000000000000008,-0.6999999999999993,-61.0,-1.5,-32.0,-553.0,-6.140000000000001,1.0999999999999996,-3.0,0.6099999999999994,-0.10499999999999998,-356.0,-0.03899999999999998,-153.0,16.0,-0.08600000000000002,-107.0,2.3000000000000043,8.0,-0.04599999999999993,3.799999999999999,81.0,-0.18300000000000005,-10.0
2018,First Round,8,Creighton,59,9,Kansas State,69,TEAM_2,1,-10,TEAM_2,False,big-east,sec,0.0,3.4000000000000057,197.0,-5.0,7.0,-4.199999999999999,-30.0,-6.0,6.0,121.0,0.07599999999999996,465.0,0.03899999999999998,310.0,-0.125,-110.0,0.10899999999999999,4.0,-0.05200000000000002,4.0,-3.0,0.0,-12.0,175.0,19.299999999999997,-0.09999999999999787,25.0,3.0999999999999943,105.0,-2.3000000000000007,-29.0,65.0,0.007000000000000006,292.0,0.01200000000000001,151.0,-0.09799999999999998,-128.0,0.061999999999999944,-48.0,-0.04999999999999999,-4.300000000000001,-36.0,-20.0,264.0,-2.6000000000000005,-44.0,-0.02200000000000002,59.0,-0.01100000000000001,10.0,233.0,0.02100000000000002,141.0,-2.1000000000000014,29.0,0.0050000000000000044,-0.09999999999999964,39.0,-0.10000000000000853,-31.0,859.0,14.3,0.09999999999999964,31.0,-0.40000000000000036,0.12,456.0,0.07500000000000001,235.0,9.0,0.05499999999999994,75.0,2.1000000000000014,146.0,0.07299999999999995,-4.5,-87.0,0.344,16.0
2018,First Round,5,Kentucky,78,12,Davidson,73,TEAM_2,7,5,TEAM_1,True,big-12,big-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,First Round,4,Arizona,68,13,Buffalo,89,TEAM_2,9,-21,TEAM_2,False,mvc,big-ten,0.0,1.8000000000000043,-4.0,2.0,1.0,-5.7,-90.0,0.0,0.0,8.0,0.0,-134.0,0.014000000000000012,-38.0,-0.03699999999999998,-121.0,-0.018000000000000016,-101.0,-0.034,1.0,0.0,-2.0,-1.0,35.0,-9.100000000000009,-5.400000000000002,-81.0,1.3000000000000043,-4.0,1.9000000000000004,25.0,-5.0,0.0040000000000000036,-79.0,0.0010000000000000009,-30.0,0.0050000000000000044,-8.0,0.017000000000000015,3.0,0.0069999999999999785,-2.400000000000002,-41.0,-61.0,-54.0,2.5999999999999996,62.0,0.027000000000000024,31.0,-0.009000000000000008,3.0,-110.0,0.013000000000000012,-33.0,0.5,-46.0,0.006000000000000005,1.5,36.0,-2.1999999999999886,-52.0,-253.0,-13.03,1.299999999999999,30.0,-6.93,-0.04400000000000004,-140.0,-0.023999999999999966,-76.0,6.0,0.026999999999999913,38.0,-0.5,-73.0,-0.0040000000000000036,3.3000000000000007,73.0,0.030999999999999917,2.0
2018,First Round,6,Miami (Fla.),62,11,Loyola (Ill.),64,TEAM_2,5,-2,TEAM_2,False,wac,big-ten,0.0,-20.199999999999996,-303.0,18.0,-8.0,-11.5,-170.0,11.0,-15.0,-315.0,-0.11699999999999994,-98.0,-0.08800000000000002,-217.0,-0.02899999999999997,-89.0,-0.02300000000000002,-81.0,-0.029000000000000026,-3.0,7.0,-13.0,24.0,-125.0,-25.599999999999994,-10.3,-82.0,7.299999999999997,164.0,3.799999999999999,57.0,198.0,0.14799999999999996,-200.0,0.13,175.0,0.11099999999999999,150.0,-0.02200000000000002,92.0,0.07199999999999998,7.199999999999999,-6.0,-91.0,485.0,0.10000000000000142,1.0,0.03400000000000003,-5.0,0.06,43.0,-195.0,0.17700000000000005,132.0,12.100000000000001,192.0,0.133,4.000000000000002,105.0,5.900000000000006,57.0,-636.0,-43.94,3.8000000000000007,89.0,-5.93,-0.07400000000000001,-176.0,-0.09200000000000003,-121.0,78.0,-0.10400000000000004,-96.0,-12.100000000000001,-397.0,-0.10699999999999998,1.6000000000000014,24.0,-0.763,-27.0
2018,First Round,3,Tennessee,73,14,Wright State,47,TEAM_2,11,26,TEAM_1,True,big-ten,big-south,0.0,-4.700000000000003,-23.0,-8.0,-1.0,1.8000000000000007,18.0,-2.0,2.0,39.0,-0.006000000000000005,59.0,0.0050000000000000044,39.0,-0.009000000000000008,1.0,-0.010000000000000009,-6.0,-0.009999999999999981,0.0,0.0,2.0,-4.0,-10.0,4.799999999999997,4.400000000000002,54.0,-3.3999999999999986,-66.0,-1.0999999999999996,-7.0,-33.0,-0.030000000000000027,-19.0,-0.03300000000000003,-73.0,-0.04400000000000004,-91.0,-0.006000000000000005,-68.0,-0.033,-1.4000000000000021,-9.0,23.0,-202.0,-1.5,-42.0,0.01200000000000001,16.0,0.007999999999999952,12.0,-35.0,-0.056999999999999995,-85.0,-2.8999999999999986,-42.0,-0.030000000000000027,-0.4999999999999982,-28.0,-1.5999999999999943,-33.0,34.0,21.590000000000003,-1.5,-43.0,12.6,-0.023999999999999966,-25.0,-0.041000000000000036,-38.0,84.0,0.026000000000000023,77.0,2.8999999999999986,93.0,-0.008000000000000007,-2.5999999999999996,-69.0,0.11699999999999999,4.0
2018,First Round,7,Nevada,87,10,Texas,83,TEAM_2,3,4,TEAM_1,True,big-12,colonial,0.0,2.700000000000003,161.0,-8.0,6.0,5.300000000000001,93.0,-6.0,6.0,144.0,0.08099999999999996,257.0,0.055999999999999994,245.0,-0.044999999999999984,-24.0,0.018000000000000016,-5.0,-0.025999999999999995,7.0,-2.0,6.0,-13.0,260.0,9.299999999999997,-4.699999999999999,-66.0,0.8999999999999986,53.0,3.3000000000000007,45.0,52.0,-0.062000000000000055,449.0,-0.05099999999999999,91.0,-0.11299999999999999,-112.0,0.020000000000000018,-66.0,-0.07400000000000001,6.199999999999999,168.0,42.0,135.0,0.3000000000000007,34.0,0.0,177.0,-0.05399999999999999,17.0,272.0,-0.049000000000000044,74.0,2.9000000000000057,220.0,-0.05999999999999994,1.5999999999999996,127.0,-3.200000000000003,11.0,632.0,28.91,2.299999999999999,90.0,13.02,0.07799999999999996,269.0,0.05500000000000005,147.0,-12.0,0.07500000000000007,98.0,-2.9000000000000057,78.0,0.06999999999999995,0.0,42.0,0.45100000000000007,20.0
2018,First Round,2,Cincinnati,68,15,Georgia State,53,TEAM_2,13,15,TEAM_1,True,atlantic-10,acc,0.0,-6.5,-154.0,-1.0,1.0,-1.5999999999999996,-33.0,-4.0,4.0,-278.0,-0.009000000000000008,-321.0,-0.0020000000000000018,-151.0,0.020999999999999963,-47.0,-0.04600000000000004,-64.0,0.0010000000000000009,-3.0,-2.0,3.0,-3.0,-115.0,-4.400000000000006,-6.399999999999999,-122.0,-6.700000000000003,-144.0,-3.799999999999999,-71.0,13.0,0.0020000000000000018,-505.0,0.030000000000000027,-161.0,0.14600000000000002,131.0,0.04699999999999993,124.0,0.12,2.5,-59.0,-66.0,-373.0,-0.6999999999999993,-41.0,-0.10299999999999998,-391.0,-0.04799999999999999,-175.0,-114.0,0.05299999999999999,14.0,6.399999999999999,-46.0,0.02200000000000002,5.6,103.0,-2.5,58.0,-435.0,-8.269999999999998,2.5,36.0,-7.169999999999999,-0.030999999999999972,-179.0,-0.007000000000000006,-69.0,-142.0,-0.006000000000000005,-82.0,-6.399999999999999,-400.0,-0.01200000000000001,-0.9000000000000004,-83.0,0.062000000000000055,0.0
2018,First Round,1,Xavier,102,16,Texas Southern,83,TEAM_2,15,19,TEAM_1,True,sec,aac,0.0,-11.399999999999999,-81.0,4.0,-5.0,-2.1000000000000014,-18.0,6.0,-6.0,56.0,0.006000000000000005,15.0,0.021999999999999964,54.0,0.08000000000000002,174.0,0.006000000000000005,126.0,0.057999999999999996,1.0,1.0,1.0,6.0,45.0,-2.700000000000003,-3.0,-38.0,3.4000000000000057,111.0,0.7000000000000002,28.0,37.0,0.03500000000000003,268.0,0.030000000000000027,166.0,0.05499999999999999,196.0,0.007999999999999896,140.0,0.04100000000000001,2.700000000000003,76.0,107.0,528.0,0.6999999999999993,33.0,0.04799999999999999,208.0,-0.008000000000000007,56.0,60.0,0.066,110.0,2.0,113.0,0.03699999999999998,-4.4,-78.0,3.700000000000003,141.0,167.0,-3.0100000000000016,-2.8000000000000007,-48.0,7.200000000000001,-0.09499999999999997,-196.0,0.0040000000000000036,-67.0,211.0,0.010000000000000009,121.0,-2.0,18.0,0.01200000000000001,1.700000000000001,76.0,-0.15800000000000003,-5.0
