Year,Round,Seed,Team,Score,Seed_1,Team_1,Score_1,Favorite,Seed_diff,Spread,Winner,Upset
2015,Sweet 16,3,Oklahoma,58,7,Michigan State,62,TEAM_2,4,-4,TEAM_2,False
2015,Second Round,6,Butler,64,3,Notre Dame,67,TEAM_1,-3,-3,TEAM_2,True
2015,Second Round,11,UCLA,92,14,Alabama-Birmingham,75,TEAM_2,3,17,TEAM_1,True
2015,Second Round,6,Xavier,75,14,Georgia State,67,TEAM_2,8,8,TEAM_1,True
2015,Second Round,10,Ohio State,58,2,Arizona,73,TEAM_1,-8,-15,TEAM_2,True
2015,Second Round,1,Villanova,68,8,North Carolina State,71,TEAM_2,7,-3,TEAM_2,False
2015,Second Round,5,Arkansas,78,4,North Carolina,87,TEAM_1,-1,-9,TEAM_2,True
2015,Second Round,1,Kentucky,64,8,Cincinnati,51,TEAM_2,7,13,TEAM_1,True
2015,Second Round,5,Utah,75,4,Georgetown,64,TEAM_1,-1,11,TEAM_1,False
2015,Second Round,7,Wichita State,78,2,Kansas,65,TEAM_1,-5,13,TEAM_1,False
2015,Second Round,7,Michigan State,60,2,Virginia,54,TEAM_1,-5,6,TEAM_1,False
2015,Second Round,5,Northern Iowa,53,4,Louisville,66,TEAM_1,-1,-13,TEAM_2,True
2015,Second Round,5,West Virginia,69,4,Maryland,59,TEAM_1,-1,10,TEAM_1,False
2015,Second Round,1,Wisconsin,72,8,Oregon,65,TEAM_2,7,7,TEAM_1,True
2015,Second Round,1,Duke,68,8,San Diego State,49,TEAM_2,7,19,TEAM_1,True
2015,Second Round,7,Iowa,68,2,Gonzaga,87,TEAM_1,-5,-19,TEAM_2,True
2015,Second Round,11,Dayton,66,3,Oklahoma,72,TEAM_1,-8,-6,TEAM_2,True
2015,First Round,8,Cincinnati,66,9,Purdue,65,TEAM_2,1,1,TEAM_1,True
2015,First Round,12,Buffalo,62,5,West Virginia,68,TEAM_1,-7,-6,TEAM_2,True
2015,First Round,4,Maryland,65,13,Valparaiso,62,TEAM_2,9,3,TEAM_1,True
2015,First Round,6,Butler,56,11,Texas,48,TEAM_2,5,8,TEAM_1,True
2015,First Round,3,Notre Dame,69,14,Northeastern,65,TEAM_2,11,4,TEAM_1,True
2015,First Round,7,Wichita State,81,10,Indiana,76,TEAM_2,3,5,TEAM_1,True
2015,First Round,2,Kansas,75,15,New Mexico State,56,TEAM_2,13,19,TEAM_1,True
2015,First Round,1,Villanova,93,16,Lafayette,52,TEAM_2,15,41,TEAM_1,True
2015,First Round,8,North Carolina State,66,9,LSU,65,TEAM_2,1,1,TEAM_1,True
2015,First Round,5,Northern Iowa,71,12,Wyoming,54,TEAM_2,7,17,TEAM_1,True
2015,First Round,4,Louisville,57,13,UC Irvine,55,TEAM_2,9,2,TEAM_1,True
2015,First Round,3,Oklahoma,69,14,Albany (N.Y.),60,TEAM_2,11,9,TEAM_1,True
2015,First Round,7,Michigan State,70,10,Georgia,63,TEAM_2,3,7,TEAM_1,True
2015,First Round,2,Virginia,79,15,Belmont,67,TEAM_2,13,12,TEAM_1,True
2015,First Round,1,Wisconsin,86,16,Coastal Carolina,72,TEAM_2,15,14,TEAM_1,True
2015,First Round,8,Oregon,79,9,Oklahoma State,73,TEAM_2,1,6,TEAM_1,True
2015,First Round,4,North Carolina,67,13,Harvard,65,TEAM_2,9,2,TEAM_1,True
2015,First Round,3,Baylor,56,14,Georgia State,57,TEAM_2,11,-1,TEAM_2,False
2015,First Round,7,Virginia Commonwealth,72,10,Ohio State,75,TEAM_2,3,-3,TEAM_2,False
2015,First Round,2,Arizona,93,15,Texas Southern,72,TEAM_2,13,21,TEAM_1,True
2015,First Round,8,San Diego State,76,9,St. John's,64,TEAM_2,1,12,TEAM_1,True
2015,First Round,5,Utah,57,12,Stephen F. Austin,50,TEAM_2,7,7,TEAM_1,True
2015,First Round,4,Georgetown,84,13,Eastern Washington,74,TEAM_2,9,10,TEAM_1,True
2015,First Round,6,Southern Methodist,59,11,UCLA,60,TEAM_2,5,-1,TEAM_2,False
2015,First Round,3,Iowa State,59,14,Alabama-Birmingham,60,TEAM_2,11,-1,TEAM_2,False
2015,First Round,7,Iowa,83,10,Davidson,52,TEAM_2,3,31,TEAM_1,True
2015,First Round,2,Gonzaga,86,15,North Dakota State,76,TEAM_2,13,10,TEAM_1,True
2015,First Round,1,Kentucky,79,16,Hampton,56,TEAM_2,15,23,TEAM_1,True
2015,First Round,6,Xavier,76,11,Mississippi,57,TEAM_2,5,19,TEAM_1,True
2015,First Round,6,Providence,53,11,Dayton,66,TEAM_2,5,-13,TEAM_2,False
2015,First Round,1,Duke,85,16,Robert Morris,56,TEAM_2,15,29,TEAM_1,True
2015,First Round,5,Arkansas,56,12,Wofford,53,TEAM_2,7,3,TEAM_1,True
2015,Play-In,16,Manhattan,64,16,Hampton,74,EQUAL,0,-10,TEAM_2,True
2015,Play-In,11,Mississippi,94,11,Brigham Young,90,EQUAL,0,4,TEAM_1,True
2015,Play-In,16,Robert Morris,81,16,North Florida,77,EQUAL,0,4,TEAM_1,True
2015,Play-In,11,Dayton,56,11,Boise State,55,EQUAL,0,1,TEAM_1,True
2014,National Championship,7,Connecticut,60,8,Kentucky,54,TEAM_2,1,6,TEAM_1,True
2014,Final Four,1,Florida,53,7,Connecticut,63,TEAM_2,6,-10,TEAM_2,False
2014,Final Four,2,Wisconsin,73,8,Kentucky,74,TEAM_2,6,-1,TEAM_2,False
2014,Elite Eight,1,Florida,62,11,Dayton,52,TEAM_2,10,10,TEAM_1,True
2014,Elite Eight,1,Arizona,63,2,Wisconsin,64,TEAM_2,1,-1,TEAM_2,False
2014,Elite Eight,4,Michigan State,54,7,Connecticut,60,TEAM_2,3,-6,TEAM_2,False
2014,Elite Eight,8,Kentucky,75,2,Michigan,72,TEAM_1,-6,3,TEAM_1,False
2014,Sweet 16,1,Florida,79,4,UCLA,68,TEAM_2,3,11,TEAM_1,True
2014,Sweet 16,8,Kentucky,74,4,Louisville,69,TEAM_1,-4,5,TEAM_1,False
2014,Sweet 16,11,Tennessee,71,2,Michigan,73,TEAM_1,-9,-2,TEAM_2,True
2014,Sweet 16,1,Arizona,70,4,San Diego State,64,TEAM_2,3,6,TEAM_1,True
2014,Sweet 16,11,Dayton,82,10,Stanford,72,TEAM_1,-1,10,TEAM_1,False
2014,Sweet 16,6,Baylor,52,2,Wisconsin,69,TEAM_1,-4,-17,TEAM_2,True
2014,Sweet 16,1,Virginia,59,4,Michigan State,61,TEAM_2,3,-2,TEAM_2,False
2014,Sweet 16,3,Iowa State,76,7,Connecticut,81,TEAM_2,4,-5,TEAM_2,False
2014,Second Round,11,Dayton,55,3,Syracuse,53,TEAM_1,-8,2,TEAM_1,False
2014,Second Round,7,Oregon,77,2,Wisconsin,85,TEAM_1,-5,-8,TEAM_2,True
2014,Second Round,1,Florida,61,9,Pittsburgh,45,TEAM_2,8,16,TEAM_1,True
2014,Second Round,12,Harvard,73,4,Michigan State,80,TEAM_1,-8,-7,TEAM_2,True
2014,Second Round,7,Texas,65,2,Michigan,79,TEAM_1,-5,-14,TEAM_2,True
2014,Second Round,7,Connecticut,77,2,Villanova,65,TEAM_1,-5,12,TEAM_1,False
2014,Second Round,5,St. Louis,51,4,Louisville,66,TEAM_1,-1,-15,TEAM_2,True
2014,Second Round,12,North Dakota State,44,4,San Diego State,63,TEAM_1,-8,-19,TEAM_2,True
2014,Second Round,11,Tennessee,83,14,Mercer,63,TEAM_2,3,20,TEAM_1,True
2014,Second Round,6,Baylor,85,3,Creighton,55,TEAM_1,-3,30,TEAM_1,False
2014,Second Round,10,Stanford,60,2,Kansas,57,TEAM_1,-8,3,TEAM_1,False
2014,Second Round,1,Arizona,84,8,Gonzaga,61,TEAM_2,7,23,TEAM_1,True
2014,Second Round,1,Virginia,78,8,Memphis,60,TEAM_2,7,18,TEAM_1,True
2014,Second Round,6,North Carolina,83,3,Iowa State,85,TEAM_1,-3,-2,TEAM_2,True
2014,Second Round,1,Wichita State,76,8,Kentucky,78,TEAM_2,7,-2,TEAM_2,False
2014,Second Round,12,Stephen F. Austin,60,4,UCLA,77,TEAM_1,-8,-17,TEAM_2,True
2014,First Round,1,Florida,67,16,Albany (N.Y.),55,TEAM_2,15,12,TEAM_1,True
2014,First Round,8,Gonzaga,85,9,Oklahoma State,77,TEAM_2,1,8,TEAM_1,True
2014,First Round,8,Colorado,48,9,Pittsburgh,77,TEAM_2,1,-29,TEAM_2,False
2014,First Round,5,Oklahoma,75,12,North Dakota State,80,TEAM_2,7,-5,TEAM_2,False
2014,First Round,5,Virginia Commonwealth,75,12,Stephen F. Austin,77,TEAM_2,7,-2,TEAM_2,False
2014,First Round,4,San Diego State,73,13,New Mexico State,69,TEAM_2,9,4,TEAM_1,True
2014,First Round,4,UCLA,76,13,Tulsa,59,TEAM_2,9,17,TEAM_1,True
2014,First Round,6,Baylor,74,11,Nebraska,60,TEAM_2,5,14,TEAM_1,True
2014,First Round,6,Ohio State,59,11,Dayton,60,TEAM_2,5,-1,TEAM_2,False
2014,First Round,3,Creighton,76,14,Louisiana-Lafayette,66,TEAM_2,11,10,TEAM_1,True
2014,First Round,3,Syracuse,77,14,Western Michigan,53,TEAM_2,11,24,TEAM_1,True
2014,First Round,7,Oregon,87,10,Brigham Young,68,TEAM_2,3,19,TEAM_1,True
2014,First Round,7,New Mexico,53,10,Stanford,58,TEAM_2,3,-5,TEAM_2,False
2014,First Round,2,Kansas,80,15,Eastern Kentucky,69,TEAM_2,13,11,TEAM_1,True
2014,First Round,2,Wisconsin,75,15,American,35,TEAM_2,13,40,TEAM_1,True
2014,First Round,1,Virginia,70,16,Coastal Carolina,59,TEAM_2,15,11,TEAM_1,True
2014,First Round,8,Memphis,71,9,George Washington,66,TEAM_2,1,5,TEAM_1,True
2014,First Round,5,Cincinnati,57,12,Harvard,61,TEAM_2,7,-4,TEAM_2,False
2014,First Round,4,Michigan State,93,13,Delaware,78,TEAM_2,9,15,TEAM_1,True
2014,First Round,6,North Carolina,79,11,Providence,77,TEAM_2,5,2,TEAM_1,True
2014,First Round,1,Wichita State,64,16,Cal-Poly,37,TEAM_2,15,27,TEAM_1,True
2014,First Round,8,Kentucky,56,9,Kansas State,49,TEAM_2,1,7,TEAM_1,True
2014,First Round,3,Iowa State,93,14,North Carolina Central,75,TEAM_2,11,18,TEAM_1,True
2014,First Round,5,St. Louis,83,12,North Carolina State,80,TEAM_2,7,3,TEAM_1,True
2014,First Round,7,Connecticut,89,10,St. Joseph's,81,TEAM_2,3,8,TEAM_1,True
2014,First Round,2,Villanova,73,15,Milwaukee,53,TEAM_2,13,20,TEAM_1,True
2014,First Round,4,Louisville,71,13,Manhattan,64,TEAM_2,9,7,TEAM_1,True
2014,First Round,6,Massachusetts,67,11,Tennessee,86,TEAM_2,5,-19,TEAM_2,False
2014,First Round,3,Duke,71,14,Mercer,78,TEAM_2,11,-7,TEAM_2,False
2014,First Round,7,Texas,87,10,Arizona State,85,TEAM_2,3,2,TEAM_1,True
2014,First Round,2,Michigan,57,15,Wofford,40,TEAM_2,13,17,TEAM_1,True
2014,First Round,1,Arizona,68,16,Weber State,59,TEAM_2,15,9,TEAM_1,True
2014,Play-In,16,Albany (N.Y.),71,16,Mount St. Mary's,64,EQUAL,0,7,TEAM_1,True
2014,Play-In,16,Cal-Poly,81,16,Texas Southern,69,EQUAL,0,12,TEAM_1,True
2014,Play-In,12,North Carolina State,74,12,Xavier,59,EQUAL,0,15,TEAM_1,True
2014,Play-In,11,Iowa,65,11,Tennessee,78,EQUAL,0,-13,TEAM_2,True
2013,National Championship,1,Louisville,82,4,Michigan,76,TEAM_2,3,6,TEAM_1,True
2013,Final Four,4,Michigan,61,4,Syracuse,56,EQUAL,0,5,TEAM_1,True
2013,Final Four,1,Louisville,72,9,Wichita State,68,TEAM_2,8,4,TEAM_1,True
2013,Elite Eight,4,Syracuse,55,3,Marquette,39,TEAM_1,-1,16,TEAM_1,False
2013,Elite Eight,9,Wichita State,70,2,Ohio State,66,TEAM_1,-7,4,TEAM_1,False
2013,Elite Eight,1,Louisville,85,2,Duke,63,TEAM_2,1,22,TEAM_1,True
2013,Elite Eight,4,Michigan,79,3,Florida,59,TEAM_1,-1,20,TEAM_1,False
2013,Sweet 16,1,Kansas,85,4,Michigan,87,TEAM_2,3,-2,TEAM_2,False
2013,Sweet 16,3,Michigan State,61,2,Duke,71,TEAM_1,-1,-10,TEAM_2,True
2013,Sweet 16,1,Louisville,77,12,Oregon,69,TEAM_2,11,8,TEAM_1,True
2013,Sweet 16,6,Arizona,70,2,Ohio State,73,TEAM_1,-4,-3,TEAM_2,True
2013,Sweet 16,3,Marquette,71,2,Miami (Fla.),61,TEAM_1,-1,10,TEAM_1,False
2013,Sweet 16,9,Wichita State,72,13,La Salle,58,TEAM_2,4,14,TEAM_1,True
2013,Sweet 16,1,Indiana,50,4,Syracuse,61,TEAM_2,3,-11,TEAM_2,False
2013,Sweet 16,3,Florida,62,15,Florida Gulf Coast,50,TEAM_2,12,12,TEAM_1,True
2013,Second Round,6,Memphis,48,3,Michigan State,70,TEAM_1,-3,-22,TEAM_2,True
2013,Second Round,6,Butler,72,3,Marquette,74,TEAM_1,-3,-2,TEAM_2,True
2013,Second Round,1,Gonzaga,70,9,Wichita State,76,TEAM_2,8,-6,TEAM_2,False
2013,Second Round,12,Oregon,74,4,St. Louis,57,TEAM_1,-8,17,TEAM_1,False
2013,Second Round,1,Louisville,82,8,Colorado State,56,TEAM_2,7,26,TEAM_1,True
2013,Second Round,5,Virginia Commonwealth,53,4,Michigan,78,TEAM_1,-1,-25,TEAM_2,True
2013,Second Round,6,Arizona,74,14,Harvard,51,TEAM_2,8,23,TEAM_1,True
2013,Second Round,12,California,60,4,Syracuse,66,TEAM_1,-8,-6,TEAM_2,True
2013,Second Round,7,Creighton,50,2,Duke,66,TEAM_1,-5,-16,TEAM_2,True
2013,Second Round,12,Mississippi,74,13,La Salle,76,TEAM_2,1,-2,TEAM_2,False
2013,Second Round,1,Indiana,58,9,Temple,52,TEAM_2,8,6,TEAM_1,True
2013,Second Round,7,Illinois,59,2,Miami (Fla.),63,TEAM_1,-5,-4,TEAM_2,True
2013,Second Round,7,San Diego State,71,15,Florida Gulf Coast,81,TEAM_2,8,-10,TEAM_2,False
2013,Second Round,10,Iowa State,75,2,Ohio State,78,TEAM_1,-8,-3,TEAM_2,True
2013,Second Round,1,Kansas,70,8,North Carolina,58,TEAM_2,7,12,TEAM_1,True
2013,Second Round,11,Minnesota,64,3,Florida,78,TEAM_1,-8,-14,TEAM_2,True
2013,First Round,1,Louisville,79,16,North Carolina A&T,48,TEAM_2,15,31,TEAM_1,True
2013,First Round,8,Colorado State,84,9,Missouri,72,TEAM_2,1,12,TEAM_1,True
2013,First Round,5,Oklahoma State,55,12,Oregon,68,TEAM_2,7,-13,TEAM_2,False
2013,First Round,4,St. Louis,64,13,New Mexico State,44,TEAM_2,9,20,TEAM_1,True
2013,First Round,6,Memphis,54,11,St. Mary's (Cal.),52,TEAM_2,5,2,TEAM_1,True
2013,First Round,3,Michigan State,65,14,Valparaiso,54,TEAM_2,11,11,TEAM_1,True
2013,First Round,1,Kansas,64,16,Western Kentucky,57,TEAM_2,15,7,TEAM_1,True
2013,First Round,7,Creighton,67,10,Cincinnati,63,TEAM_2,3,4,TEAM_1,True
2013,First Round,2,Duke,73,15,Albany (N.Y.),61,TEAM_2,13,12,TEAM_1,True
2013,First Round,8,North Carolina,78,9,Villanova,71,TEAM_2,1,7,TEAM_1,True
2013,First Round,5,Virginia Commonwealth,88,12,Akron,42,TEAM_2,7,46,TEAM_1,True
2013,First Round,4,Michigan,71,13,South Dakota State,56,TEAM_2,9,15,TEAM_1,True
2013,First Round,6,UCLA,63,11,Minnesota,83,TEAM_2,5,-20,TEAM_2,False
2013,First Round,3,Florida,79,14,Northwestern State,47,TEAM_2,11,32,TEAM_1,True
2013,First Round,7,San Diego State,70,10,Oklahoma,55,TEAM_2,3,15,TEAM_1,True
2013,First Round,2,Georgetown,68,15,Florida Gulf Coast,78,TEAM_2,13,-10,TEAM_2,False
2013,First Round,1,Gonzaga,64,16,Southern,58,TEAM_2,15,6,TEAM_1,True
2013,First Round,1,Indiana,83,16,James Madison,62,TEAM_2,15,21,TEAM_1,True
2013,First Round,8,Pittsburgh,55,9,Wichita State,73,TEAM_2,1,-18,TEAM_2,False
2013,First Round,8,North Carolina State,72,9,Temple,76,TEAM_2,1,-4,TEAM_2,False
2013,First Round,5,Wisconsin,46,12,Mississippi,57,TEAM_2,7,-11,TEAM_2,False
2013,First Round,5,UNLV,61,12,California,64,TEAM_2,7,-3,TEAM_2,False
2013,First Round,4,Kansas State,61,13,La Salle,63,TEAM_2,9,-2,TEAM_2,False
2013,First Round,4,Syracuse,81,13,Montana,34,TEAM_2,9,47,TEAM_1,True
2013,First Round,6,Butler,68,11,Bucknell,56,TEAM_2,5,12,TEAM_1,True
2013,First Round,3,Marquette,59,14,Davidson,58,TEAM_2,11,1,TEAM_1,True
2013,First Round,7,Illinois,57,10,Colorado,49,TEAM_2,3,8,TEAM_1,True
2013,First Round,6,Arizona,81,11,Belmont,64,TEAM_2,5,17,TEAM_1,True
2013,First Round,2,Miami (Fla.),78,15,Pacific,49,TEAM_2,13,29,TEAM_1,True
2013,First Round,3,New Mexico,62,14,Harvard,68,TEAM_2,11,-6,TEAM_2,False
2013,First Round,7,Notre Dame,58,10,Iowa State,76,TEAM_2,3,-18,TEAM_2,False
2013,First Round,2,Ohio State,95,15,Iona,70,TEAM_2,13,25,TEAM_1,True
2013,Play-In,16,North Carolina A&T,73,16,Liberty,72,EQUAL,0,1,TEAM_1,True
2013,Play-In,11,Middle Tennessee State,54,11,St. Mary's (Cal.),67,EQUAL,0,-13,TEAM_2,True
2013,Play-In,16,Long Island,55,16,James Madison,68,EQUAL,0,-13,TEAM_2,True
2013,Play-In,13,Boise State,71,13,La Salle,80,EQUAL,0,-9,TEAM_2,True
2012,National Championship,1,Kentucky,67,2,Kansas,59,TEAM_2,1,8,TEAM_1,True
2012,Final Four,1,Kentucky,69,4,Louisville,61,TEAM_2,3,8,TEAM_1,True
2012,Final Four,2,Ohio State,62,2,Kansas,64,EQUAL,0,-2,TEAM_2,True
2012,Elite Eight,1,Kentucky,82,3,Baylor,70,TEAM_2,2,12,TEAM_1,True
2012,Elite Eight,1,North Carolina,67,2,Kansas,80,TEAM_2,1,-13,TEAM_2,False
2012,Elite Eight,4,Louisville,72,7,Florida,68,TEAM_2,3,4,TEAM_1,True
2012,Elite Eight,1,Syracuse,70,2,Ohio State,77,TEAM_2,1,-7,TEAM_2,False
2012,Sweet 16,3,Baylor,75,10,Xavier,70,TEAM_2,7,5,TEAM_1,True
2012,Sweet 16,1,North Carolina,73,13,Ohio,65,TEAM_2,12,8,TEAM_1,True
2012,Sweet 16,1,Kentucky,102,4,Indiana,90,TEAM_2,3,12,TEAM_1,True
2012,Sweet 16,11,North Carolina State,57,2,Kansas,60,TEAM_1,-9,-3,TEAM_2,True
2012,Sweet 16,1,Syracuse,64,4,Wisconsin,63,TEAM_2,3,1,TEAM_1,True
2012,Sweet 16,1,Michigan State,44,4,Louisville,57,TEAM_2,3,-13,TEAM_2,False
2012,Sweet 16,6,Cincinnati,66,2,Ohio State,81,TEAM_1,-4,-15,TEAM_2,True
2012,Sweet 16,3,Marquette,58,7,Florida,68,TEAM_2,4,-10,TEAM_2,False
2012,Second Round,11,North Carolina State,66,3,Georgetown,63,TEAM_1,-8,3,TEAM_1,False
2012,Second Round,1,Michigan State,65,9,St. Louis,61,TEAM_2,8,4,TEAM_1,True
2012,Second Round,1,North Carolina,87,8,Creighton,73,TEAM_2,7,14,TEAM_1,True
2012,Second Round,7,Florida,84,15,Norfolk State,50,TEAM_2,8,34,TEAM_1,True
2012,Second Round,12,South Florida,56,13,Ohio,62,TEAM_2,1,-6,TEAM_2,False
2012,Second Round,10,Purdue,60,2,Kansas,63,TEAM_1,-8,-3,TEAM_2,True
2012,Second Round,6,Cincinnati,62,3,Florida State,56,TEAM_1,-3,6,TEAM_1,False
2012,Second Round,10,Xavier,70,15,Lehigh,58,TEAM_2,5,12,TEAM_1,True
2012,Second Round,1,Syracuse,75,8,Kansas State,59,TEAM_2,7,16,TEAM_1,True
2012,Second Round,7,Gonzaga,66,2,Ohio State,73,TEAM_1,-5,-7,TEAM_2,True
2012,Second Round,6,Murray St.,53,3,Marquette,62,TEAM_1,-3,-9,TEAM_2,True
2012,Second Round,5,Vanderbilt,57,4,Wisconsin,60,TEAM_1,-1,-3,TEAM_2,True
2012,Second Round,12,Virginia Commonwealth,61,4,Indiana,63,TEAM_1,-8,-2,TEAM_2,True
2012,Second Round,1,Kentucky,87,8,Iowa State,71,TEAM_2,7,16,TEAM_1,True
2012,Second Round,11,Colorado,63,3,Baylor,80,TEAM_1,-8,-17,TEAM_2,True
2012,Second Round,5,New Mexico,56,4,Louisville,59,TEAM_1,-1,-3,TEAM_2,True
2012,First Round,6,Cincinnati,65,11,Texas,59,TEAM_2,5,6,TEAM_1,True
2012,First Round,8,Creighton,58,9,Alabama,57,TEAM_2,1,1,TEAM_1,True
2012,First Round,6,San Diego State,65,11,North Carolina State,79,TEAM_2,5,-14,TEAM_2,False
2012,First Round,7,Florida,71,10,Virginia,45,TEAM_2,3,26,TEAM_1,True
2012,First Round,3,Florida State,66,14,St. Bonaventure,63,TEAM_2,11,3,TEAM_1,True
2012,First Round,3,Georgetown,74,14,Belmont,59,TEAM_2,11,15,TEAM_1,True
2012,First Round,1,North Carolina,77,16,Vermont,58,TEAM_2,15,19,TEAM_1,True
2012,First Round,2,Missouri,84,15,Norfolk State,86,TEAM_2,13,-2,TEAM_2,False
2012,First Round,4,Michigan,60,13,Ohio,65,TEAM_2,9,-5,TEAM_2,False
2012,First Round,7,St. Mary's (Cal.),69,10,Purdue,72,TEAM_2,3,-3,TEAM_2,False
2012,First Round,2,Duke,70,15,Lehigh,75,TEAM_2,13,-5,TEAM_2,False
2012,First Round,1,Michigan State,89,16,Long Island,67,TEAM_2,15,22,TEAM_1,True
2012,First Round,7,Notre Dame,63,10,Xavier,67,TEAM_2,3,-4,TEAM_2,False
2012,First Round,2,Kansas,65,15,Detroit,50,TEAM_2,13,15,TEAM_1,True
2012,First Round,5,Temple,44,12,South Florida,58,TEAM_2,7,-14,TEAM_2,False
2012,First Round,8,Memphis,54,9,St. Louis,61,TEAM_2,1,-7,TEAM_2,False
2012,First Round,6,Murray St.,58,11,Colorado State,41,TEAM_2,5,17,TEAM_1,True
2012,First Round,4,Louisville,69,13,Davidson,62,TEAM_2,9,7,TEAM_1,True
2012,First Round,8,Kansas State,70,9,Southern Mississippi,64,TEAM_2,1,6,TEAM_1,True
2012,First Round,4,Wisconsin,73,13,Montana,49,TEAM_2,9,24,TEAM_1,True
2012,First Round,3,Marquette,88,14,Brigham Young,68,TEAM_2,11,20,TEAM_1,True
2012,First Round,1,Syracuse,72,16,UNC Asheville,65,TEAM_2,15,7,TEAM_1,True
2012,First Round,5,New Mexico,75,12,Long Beach State,68,TEAM_2,7,7,TEAM_1,True
2012,First Round,5,Vanderbilt,79,12,Harvard,70,TEAM_2,7,9,TEAM_1,True
2012,First Round,1,Kentucky,81,16,Western Kentucky,66,TEAM_2,15,15,TEAM_1,True
2012,First Round,5,Wichita State,59,12,Virginia Commonwealth,62,TEAM_2,7,-3,TEAM_2,False
2012,First Round,7,Gonzaga,77,10,West Virginia,54,TEAM_2,3,23,TEAM_1,True
2012,First Round,2,Ohio State,78,15,Loyola (Md.),59,TEAM_2,13,19,TEAM_1,True
2012,First Round,8,Iowa State,77,9,Connecticut,64,TEAM_2,1,13,TEAM_1,True
2012,First Round,4,Indiana,79,13,New Mexico State,66,TEAM_2,9,13,TEAM_1,True
2012,First Round,6,UNLV,64,11,Colorado,68,TEAM_2,5,-4,TEAM_2,False
2012,First Round,3,Baylor,68,14,South Dakota State,60,TEAM_2,11,8,TEAM_1,True
2012,Play-In,16,Lamar,59,16,Vermont,71,EQUAL,0,-12,TEAM_2,True
2012,Play-In,12,California,54,12,South Florida,65,EQUAL,0,-11,TEAM_2,True
2012,Play-In,16,Mississippi Valley State,58,16,Western Kentucky,59,EQUAL,0,-1,TEAM_2,True
2012,Play-In,14,Brigham Young,78,14,Iona,72,EQUAL,0,6,TEAM_1,True
2011,National Championship,3,Connecticut,53,8,Butler,41,TEAM_2,5,12,TEAM_1,True
2011,Final Four,11,Virginia Commonwealth,62,8,Butler,70,TEAM_1,-3,-8,TEAM_2,True
2011,Final Four,4,Kentucky,55,3,Connecticut,56,TEAM_1,-1,-1,TEAM_2,True
2011,Elite Eight,4,Kentucky,76,2,North Carolina,69,TEAM_1,-2,7,TEAM_1,False
2011,Elite Eight,1,Kansas,61,11,Virginia Commonwealth,71,TEAM_2,10,-10,TEAM_2,False
2011,Elite Eight,8,Butler,74,2,Florida,71,TEAM_1,-6,3,TEAM_1,False
2011,Elite Eight,5,Arizona,63,3,Connecticut,65,TEAM_1,-2,-2,TEAM_2,True
2011,Sweet 16,1,Kansas,77,12,Richmond,57,TEAM_2,11,20,TEAM_1,True
2011,Sweet 16,11,Marquette,63,2,North Carolina,81,TEAM_1,-9,-18,TEAM_2,True
2011,Sweet 16,1,Ohio State,60,4,Kentucky,62,TEAM_2,3,-2,TEAM_2,False
2011,Sweet 16,11,Virginia Commonwealth,72,10,Florida State,71,TEAM_1,-1,1,TEAM_1,False
2011,Sweet 16,3,Brigham Young,74,2,Florida,83,TEAM_1,-1,-9,TEAM_2,True
2011,Sweet 16,3,Connecticut,74,2,San Diego State,67,TEAM_1,-1,7,TEAM_1,False
2011,Sweet 16,1,Duke,77,5,Arizona,93,TEAM_2,4,-16,TEAM_2,False
2011,Sweet 16,8,Butler,61,4,Wisconsin,54,TEAM_1,-4,7,TEAM_1,False
2011,Second Round,1,Duke,73,8,Michigan,71,TEAM_2,7,2,TEAM_1,True
2011,Second Round,7,Washington,83,2,North Carolina,86,TEAM_1,-5,-3,TEAM_2,True
2011,Second Round,1,Kansas,73,9,Illinois,59,TEAM_2,8,14,TEAM_1,True
2011,Second Round,11,Marquette,66,3,Syracuse,62,TEAM_1,-8,4,TEAM_1,False
2011,Second Round,1,Ohio State,98,8,George Mason,66,TEAM_2,7,32,TEAM_1,True
2011,Second Round,11,Virginia Commonwealth,94,3,Purdue,76,TEAM_1,-8,18,TEAM_1,False
2011,Second Round,5,Arizona,70,4,Texas,69,TEAM_1,-1,1,TEAM_1,False
2011,Second Round,10,Florida State,71,2,Notre Dame,57,TEAM_1,-8,14,TEAM_1,False
2011,Second Round,5,West Virginia,63,4,Kentucky,71,TEAM_1,-1,-8,TEAM_2,True
2011,Second Round,7,UCLA,65,2,Florida,73,TEAM_1,-5,-8,TEAM_2,True
2011,Second Round,12,Richmond,65,13,Morehead State,48,TEAM_2,1,17,TEAM_1,True
2011,Second Round,7,Temple,64,2,San Diego State,71,TEAM_1,-5,-7,TEAM_2,True
2011,Second Round,11,Gonzaga,67,3,Brigham Young,89,TEAM_1,-8,-22,TEAM_2,True
2011,Second Round,6,Cincinnati,58,3,Connecticut,69,TEAM_1,-3,-11,TEAM_2,True
2011,Second Round,5,Kansas State,65,4,Wisconsin,70,TEAM_1,-1,-5,TEAM_2,True
2011,Second Round,1,Pittsburgh,70,8,Butler,71,TEAM_2,7,-1,TEAM_2,False
2011,First Round,4,Texas,85,13,Oakland,81,TEAM_2,9,4,TEAM_1,True
2011,First Round,2,Notre Dame,69,15,Akron,56,TEAM_2,13,13,TEAM_1,True
2011,First Round,1,Duke,87,16,Hampton,45,TEAM_2,15,42,TEAM_1,True
