Year,Round,Seed,Team,Score,Seed_1,Team_1,Score_1,Favorite,Seed_diff,Spread,Winner,Upset
2011,First Round,5,Arizona,77,12,Memphis,75,TEAM_2,7,2,TEAM_1,True
2011,First Round,7,Texas A&M,50,10,Florida State,57,TEAM_2,3,-7,TEAM_2,False
2011,First Round,8,George Mason,61,9,Villanova,57,TEAM_2,1,4,TEAM_1,True
2011,First Round,8,Michigan,75,9,Tennessee,45,TEAM_2,1,30,TEAM_1,True
2011,First Round,3,Purdue,65,14,St. Peter's,43,TEAM_2,11,22,TEAM_1,True
2011,First Round,2,North Carolina,102,15,Long Island,87,TEAM_2,13,15,TEAM_1,True
2011,First Round,6,Xavier,55,11,Marquette,66,TEAM_2,5,-11,TEAM_2,False
2011,First Round,1,Kansas,72,16,Boston University,53,TEAM_2,15,19,TEAM_1,True
2011,First Round,8,UNLV,62,9,Illinois,73,TEAM_2,1,-11,TEAM_2,False
2011,First Round,3,Syracuse,77,14,Indiana State,60,TEAM_2,11,17,TEAM_1,True
2011,First Round,1,Ohio State,75,16,Texas-San Antonio,46,TEAM_2,15,29,TEAM_1,True
2011,First Round,7,Washington,68,10,Georgia,65,TEAM_2,3,3,TEAM_1,True
2011,First Round,6,Georgetown,56,11,Virginia Commonwealth,74,TEAM_2,5,-18,TEAM_2,False
2011,First Round,5,West Virginia,84,12,Clemson,76,TEAM_2,7,8,TEAM_1,True
2011,First Round,4,Louisville,61,13,Morehead State,62,TEAM_2,9,-1,TEAM_2,False
2011,First Round,4,Kentucky,59,13,Princeton,57,TEAM_2,9,2,TEAM_1,True
2011,First Round,7,Temple,66,10,Penn State,64,TEAM_2,3,2,TEAM_1,True
2011,First Round,5,Vanderbilt,66,12,Richmond,69,TEAM_2,7,-3,TEAM_2,False
2011,First Round,2,San Diego State,68,15,Northern Colorado,50,TEAM_2,13,18,TEAM_1,True
2011,First Round,6,St. John's,71,11,Gonzaga,86,TEAM_2,5,-15,TEAM_2,False
2011,First Round,5,Kansas State,73,12,Utah State,68,TEAM_2,7,5,TEAM_1,True
2011,First Round,4,Wisconsin,72,13,Belmont,58,TEAM_2,9,14,TEAM_1,True
2011,First Round,3,Brigham Young,74,14,Wofford,66,TEAM_2,11,8,TEAM_1,True
2011,First Round,2,Florida,79,15,UC Santa Barbara,51,TEAM_2,13,28,TEAM_1,True
2011,First Round,7,UCLA,78,10,Michigan State,76,TEAM_2,3,2,TEAM_1,True
2011,First Round,8,Butler,60,9,Old Dominion,58,TEAM_2,1,2,TEAM_1,True
2011,First Round,1,Pittsburgh,74,16,UNC Asheville,51,TEAM_2,15,23,TEAM_1,True
2011,First Round,3,Connecticut,81,14,Bucknell,52,TEAM_2,11,29,TEAM_1,True
2011,First Round,6,Cincinnati,78,11,Missouri,63,TEAM_2,5,15,TEAM_1,True
2011,Play-In,16,Texas-San Antonio,70,16,Alabama State,61,EQUAL,0,9,TEAM_1,True
2011,Play-In,11,Southern California,46,11,Virginia Commonwealth,59,EQUAL,0,-13,TEAM_2,True
2011,Play-In,16,UNC Asheville,81,16,Arkansas-Little Rock,77,EQUAL,0,4,TEAM_1,True
2011,Play-In,12,Alabama-Birmingham,52,12,Clemson,70,EQUAL,0,-18,TEAM_2,True
2010,National Championship,5,Butler,59,1,Duke,61,TEAM_1,-4,-2,TEAM_2,True
2010,Final Four,5,Michigan State,50,5,Butler,52,EQUAL,0,-2,TEAM_2,True
2010,Final Four,2,West Virginia,57,1,Duke,78,TEAM_1,-1,-21,TEAM_2,True
2010,Elite Eight,1,Duke,78,3,Baylor,71,TEAM_2,2,7,TEAM_1,True
2010,Elite Eight,5,Michigan State,70,6,Tennessee,69,TEAM_2,1,1,TEAM_1,True
2010,Elite Eight,1,Kentucky,66,2,West Virginia,73,TEAM_2,1,-7,TEAM_2,False
2010,Elite Eight,5,Butler,63,2,Kansas State,56,TEAM_1,-3,7,TEAM_1,False
2010,Sweet 16,9,Northern Iowa,52,5,Michigan State,59,TEAM_1,-4,-7,TEAM_2,True
2010,Sweet 16,1,Duke,70,4,Purdue,57,TEAM_2,3,13,TEAM_1,True
2010,Sweet 16,3,Baylor,72,10,St. Mary's (Cal.),49,TEAM_2,7,23,TEAM_1,True
2010,Sweet 16,6,Tennessee,76,2,Ohio State,73,TEAM_1,-4,3,TEAM_1,False
2010,Sweet 16,11,Washington,56,2,West Virginia,69,TEAM_1,-9,-13,TEAM_2,True
2010,Sweet 16,1,Syracuse,59,5,Butler,63,TEAM_2,4,-4,TEAM_2,False
2010,Sweet 16,1,Kentucky,62,12,Cornell,45,TEAM_2,11,17,TEAM_1,True
2010,Sweet 16,6,Xavier,96,2,Kansas State,101,TEAM_1,-4,-5,TEAM_2,True
2010,Second Round,10,Missouri,59,2,West Virginia,68,TEAM_1,-8,-9,TEAM_2,True
2010,Second Round,12,Cornell,87,4,Wisconsin,69,TEAM_1,-8,18,TEAM_1,False
2010,Second Round,6,Xavier,71,3,Pittsburgh,68,TEAM_1,-3,3,TEAM_1,False
2010,Second Round,1,Syracuse,87,8,Gonzaga,65,TEAM_2,7,22,TEAM_1,True
2010,Second Round,10,Georgia Tech,66,2,Ohio State,75,TEAM_1,-8,-9,TEAM_2,True
2010,Second Round,5,Michigan State,85,4,Maryland,83,TEAM_1,-1,2,TEAM_1,False
2010,Second Round,5,Texas A&M,61,4,Purdue,63,TEAM_1,-1,-2,TEAM_2,True
2010,Second Round,1,Duke,68,8,California,53,TEAM_2,7,15,TEAM_1,True
2010,Second Round,10,St. Mary's (Cal.),75,2,Villanova,68,TEAM_1,-8,7,TEAM_1,False
2010,Second Round,7,Brigham Young,72,2,Kansas State,84,TEAM_1,-5,-12,TEAM_2,True
2010,Second Round,5,Butler,54,13,Murray St.,52,TEAM_2,8,2,TEAM_1,True
2010,Second Round,1,Kansas,67,9,Northern Iowa,69,TEAM_2,8,-2,TEAM_2,False
2010,Second Round,1,Kentucky,90,9,Wake Forest,60,TEAM_2,8,30,TEAM_1,True
2010,Second Round,11,Washington,82,3,New Mexico,64,TEAM_1,-8,18,TEAM_1,False
2010,Second Round,11,Old Dominion,68,3,Baylor,76,TEAM_1,-8,-8,TEAM_2,True
2010,Second Round,6,Tennessee,83,14,Ohio,68,TEAM_2,8,15,TEAM_1,True
2010,First Round,5,Michigan State,70,12,New Mexico State,67,TEAM_2,7,3,TEAM_1,True
2010,First Round,4,Maryland,89,13,Houston,77,TEAM_2,9,12,TEAM_1,True
2010,First Round,1,Syracuse,79,16,Vermont,56,TEAM_2,15,23,TEAM_1,True
2010,First Round,2,Ohio State,68,15,UC Santa Barbara,51,TEAM_2,13,17,TEAM_1,True
2010,First Round,7,Clemson,78,10,Missouri,86,TEAM_2,3,-8,TEAM_2,False
2010,First Round,4,Purdue,72,13,Siena,64,TEAM_2,9,8,TEAM_1,True
2010,First Round,7,Oklahoma State,59,10,Georgia Tech,64,TEAM_2,3,-5,TEAM_2,False
2010,First Round,8,Gonzaga,67,9,Florida State,60,TEAM_2,1,7,TEAM_1,True
2010,First Round,4,Wisconsin,53,13,Wofford,49,TEAM_2,9,4,TEAM_1,True
2010,First Round,5,Texas A&M,69,12,Utah State,53,TEAM_2,7,16,TEAM_1,True
2010,First Round,5,Temple,65,12,Cornell,78,TEAM_2,7,-13,TEAM_2,False
2010,First Round,8,California,77,9,Louisville,62,TEAM_2,1,15,TEAM_1,True
2010,First Round,3,Pittsburgh,89,14,Oakland,66,TEAM_2,11,23,TEAM_1,True
2010,First Round,1,Duke,73,16,Arkansas-Pine Bluff,44,TEAM_2,15,29,TEAM_1,True
2010,First Round,6,Xavier,65,11,Minnesota,54,TEAM_2,5,11,TEAM_1,True
2010,First Round,2,West Virginia,77,15,Morgan State,50,TEAM_2,13,27,TEAM_1,True
2010,First Round,2,Kansas State,82,15,North Texas,62,TEAM_2,13,20,TEAM_1,True
2010,First Round,4,Vanderbilt,65,13,Murray St.,66,TEAM_2,9,-1,TEAM_2,False
2010,First Round,7,Brigham Young,99,10,Florida,92,TEAM_2,3,7,TEAM_1,True
2010,First Round,5,Butler,77,12,UTEP,59,TEAM_2,7,18,TEAM_1,True
2010,First Round,3,New Mexico,62,14,Montana,57,TEAM_2,11,5,TEAM_1,True
2010,First Round,1,Kentucky,100,16,East Tennessee State,71,TEAM_2,15,29,TEAM_1,True
2010,First Round,8,Texas,80,9,Wake Forest,81,TEAM_2,1,-1,TEAM_2,False
2010,First Round,6,Notre Dame,50,11,Old Dominion,51,TEAM_2,5,-1,TEAM_2,False
2010,First Round,3,Baylor,68,14,Sam Houston State,59,TEAM_2,11,9,TEAM_1,True
2010,First Round,7,Richmond,71,10,St. Mary's (Cal.),80,TEAM_2,3,-9,TEAM_2,False
2010,First Round,2,Villanova,73,15,Robert Morris,70,TEAM_2,13,3,TEAM_1,True
2010,First Round,6,Marquette,78,11,Washington,80,TEAM_2,5,-2,TEAM_2,False
2010,First Round,1,Kansas,90,16,Lehigh,74,TEAM_2,15,16,TEAM_1,True
2010,First Round,8,UNLV,66,9,Northern Iowa,69,TEAM_2,1,-3,TEAM_2,False
2010,First Round,3,Georgetown,83,14,Ohio,97,TEAM_2,11,-14,TEAM_2,False
2010,First Round,6,Tennessee,62,11,San Diego State,59,TEAM_2,5,3,TEAM_1,True
2010,Play-In,16,Arkansas-Pine Bluff,61,16,Winthrop,44,EQUAL,0,17,TEAM_1,True
2009,National Championship,2,Michigan State,72,1,North Carolina,89,TEAM_1,-1,-17,TEAM_2,True
2009,Final Four,2,Michigan State,82,1,Connecticut,73,TEAM_1,-1,9,TEAM_1,False
2009,Final Four,3,Villanova,69,1,North Carolina,83,TEAM_1,-2,-14,TEAM_2,True
2009,Elite Eight,1,North Carolina,72,2,Oklahoma,60,TEAM_2,1,12,TEAM_1,True
2009,Elite Eight,1,Louisville,52,2,Michigan State,64,TEAM_2,1,-12,TEAM_2,False
2009,Elite Eight,1,Connecticut,82,3,Missouri,75,TEAM_2,2,7,TEAM_1,True
2009,Elite Eight,1,Pittsburgh,76,3,Villanova,78,TEAM_2,2,-2,TEAM_2,False
2009,Sweet 16,1,Louisville,103,12,Arizona,64,TEAM_2,11,39,TEAM_1,True
2009,Sweet 16,3,Kansas,62,2,Michigan State,67,TEAM_1,-1,-5,TEAM_2,True
2009,Sweet 16,1,North Carolina,98,4,Gonzaga,77,TEAM_2,3,21,TEAM_1,True
2009,Sweet 16,3,Syracuse,71,2,Oklahoma,84,TEAM_1,-1,-13,TEAM_2,True
2009,Sweet 16,1,Connecticut,72,5,Purdue,60,TEAM_2,4,12,TEAM_1,True
2009,Sweet 16,3,Missouri,102,2,Memphis,91,TEAM_1,-1,11,TEAM_1,False
2009,Sweet 16,1,Pittsburgh,60,4,Xavier,55,TEAM_2,3,5,TEAM_1,True
2009,Sweet 16,3,Villanova,77,2,Duke,54,TEAM_1,-1,23,TEAM_1,False
2009,Second Round,1,Louisville,79,9,Siena,62,TEAM_2,8,17,TEAM_1,True
2009,Second Round,10,Southern California,69,2,Michigan State,74,TEAM_1,-8,-5,TEAM_2,True
2009,Second Round,12,Arizona,71,13,Cleveland State,57,TEAM_2,1,14,TEAM_1,True
2009,Second Round,12,Wisconsin,49,4,Xavier,60,TEAM_1,-8,-11,TEAM_2,True
2009,Second Round,6,Arizona State,67,3,Syracuse,78,TEAM_1,-3,-11,TEAM_2,True
2009,Second Round,11,Dayton,43,3,Kansas,60,TEAM_1,-8,-17,TEAM_2,True
2009,Second Round,1,Pittsburgh,84,8,Oklahoma State,76,TEAM_2,7,8,TEAM_1,True
2009,Second Round,6,Marquette,79,3,Missouri,83,TEAM_1,-3,-4,TEAM_2,True
2009,Second Round,6,UCLA,69,3,Villanova,89,TEAM_1,-3,-20,TEAM_2,True
2009,Second Round,1,Connecticut,92,9,Texas A&M,66,TEAM_2,8,26,TEAM_1,True
2009,Second Round,1,North Carolina,84,8,LSU,70,TEAM_2,7,14,TEAM_1,True
2009,Second Round,5,Purdue,76,4,Washington,74,TEAM_1,-1,2,TEAM_1,False
2009,Second Round,10,Michigan,63,2,Oklahoma,73,TEAM_1,-8,-10,TEAM_2,True
2009,Second Round,12,Western Kentucky,81,4,Gonzaga,83,TEAM_1,-8,-2,TEAM_2,True
2009,Second Round,7,Texas,69,2,Duke,74,TEAM_1,-5,-5,TEAM_2,True
2009,Second Round,10,Maryland,70,2,Memphis,89,TEAM_1,-8,-19,TEAM_2,True
2009,First Round,5,Florida State,59,12,Wisconsin,61,TEAM_2,7,-2,TEAM_2,False
2009,First Round,6,West Virginia,60,11,Dayton,68,TEAM_2,5,-8,TEAM_2,False
2009,First Round,4,Wake Forest,69,13,Cleveland State,84,TEAM_2,9,-15,TEAM_2,False
2009,First Round,7,Boston College,55,10,Southern California,72,TEAM_2,3,-17,TEAM_2,False
2009,First Round,3,Missouri,78,14,Cornell,59,TEAM_2,11,19,TEAM_1,True
2009,First Round,3,Syracuse,59,14,Stephen F. Austin,44,TEAM_2,11,15,TEAM_1,True
2009,First Round,6,Arizona State,66,11,Temple,57,TEAM_2,5,9,TEAM_1,True
2009,First Round,4,Xavier,77,13,Portland State,59,TEAM_2,9,18,TEAM_1,True
2009,First Round,3,Kansas,84,14,North Dakota State,74,TEAM_2,11,10,TEAM_1,True
2009,First Round,1,Louisville,74,16,Morehead State,54,TEAM_2,15,20,TEAM_1,True
2009,First Round,6,Marquette,58,11,Utah State,57,TEAM_2,5,1,TEAM_1,True
2009,First Round,8,Ohio State,72,9,Siena,74,TEAM_2,1,-2,TEAM_2,False
2009,First Round,5,Utah,71,12,Arizona,84,TEAM_2,7,-13,TEAM_2,False
2009,First Round,1,Pittsburgh,72,16,East Tennessee State,62,TEAM_2,15,10,TEAM_1,True
2009,First Round,8,Oklahoma State,77,9,Tennessee,75,TEAM_2,1,2,TEAM_1,True
2009,First Round,2,Michigan State,77,15,Robert Morris,62,TEAM_2,13,15,TEAM_1,True
2009,First Round,5,Illinois,72,12,Western Kentucky,76,TEAM_2,7,-4,TEAM_2,False
2009,First Round,2,Oklahoma,82,15,Morgan State,54,TEAM_2,13,28,TEAM_1,True
2009,First Round,4,Gonzaga,77,13,Akron,64,TEAM_2,9,13,TEAM_1,True
2009,First Round,8,LSU,75,9,Butler,71,TEAM_2,1,4,TEAM_1,True
2009,First Round,1,North Carolina,101,16,Radford,58,TEAM_2,15,43,TEAM_1,True
2009,First Round,7,Clemson,59,10,Michigan,62,TEAM_2,3,-3,TEAM_2,False
2009,First Round,2,Duke,86,15,Binghamton,62,TEAM_2,13,24,TEAM_1,True
2009,First Round,7,Texas,76,10,Minnesota,62,TEAM_2,3,14,TEAM_1,True
2009,First Round,6,UCLA,65,11,Virginia Commonwealth,64,TEAM_2,5,1,TEAM_1,True
2009,First Round,2,Memphis,81,15,Cal State Northridge,70,TEAM_2,13,11,TEAM_1,True
2009,First Round,7,California,71,10,Maryland,84,TEAM_2,3,-13,TEAM_2,False
2009,First Round,4,Washington,71,13,Mississippi State,58,TEAM_2,9,13,TEAM_1,True
2009,First Round,5,Purdue,61,12,Northern Iowa,56,TEAM_2,7,5,TEAM_1,True
2009,First Round,8,Brigham Young,66,9,Texas A&M,79,TEAM_2,1,-13,TEAM_2,False
2009,First Round,1,Connecticut,103,16,Chattanooga,47,TEAM_2,15,56,TEAM_1,True
2009,First Round,3,Villanova,80,14,American,67,TEAM_2,11,13,TEAM_1,True
2009,Play-In,16,Morehead State,58,16,Alabama State,43,EQUAL,0,15,TEAM_1,True
2008,National Championship,1,Kansas,75,1,Memphis,68,EQUAL,0,7,TEAM_1,True
2008,Final Four,1,Memphis,78,1,UCLA,63,EQUAL,0,15,TEAM_1,True
2008,Final Four,1,North Carolina,66,1,Kansas,84,EQUAL,0,-18,TEAM_2,True
2008,Elite Eight,1,Memphis,85,2,Texas,67,TEAM_2,1,18,TEAM_1,True
2008,Elite Eight,1,Kansas,59,10,Davidson,57,TEAM_2,9,2,TEAM_1,True
2008,Elite Eight,1,North Carolina,83,3,Louisville,73,TEAM_2,2,10,TEAM_1,True
2008,Elite Eight,1,UCLA,76,3,Xavier,57,TEAM_2,2,19,TEAM_1,True
2008,Sweet 16,3,Stanford,62,2,Texas,82,TEAM_1,-1,-20,TEAM_2,True
2008,Sweet 16,1,Kansas,72,12,Villanova,57,TEAM_2,11,15,TEAM_1,True
2008,Sweet 16,3,Wisconsin,56,10,Davidson,73,TEAM_2,7,-17,TEAM_2,False
2008,Sweet 16,1,Memphis,92,5,Michigan State,74,TEAM_2,4,18,TEAM_1,True
2008,Sweet 16,1,North Carolina,68,4,Washington State,47,TEAM_2,3,21,TEAM_1,True
2008,Sweet 16,3,Xavier,79,7,West Virginia,75,TEAM_2,4,4,TEAM_1,True
2008,Sweet 16,3,Louisville,79,2,Tennessee,60,TEAM_1,-1,19,TEAM_1,False
2008,Sweet 16,1,UCLA,88,12,Western Kentucky,78,TEAM_2,11,10,TEAM_1,True
2008,Second Round,12,Villanova,84,13,Siena,72,TEAM_2,1,12,TEAM_1,True
2008,Second Round,12,Western Kentucky,72,13,San Diego,63,TEAM_2,1,9,TEAM_1,True
2008,Second Round,6,Oklahoma,48,3,Louisville,78,TEAM_1,-3,-30,TEAM_2,True
2008,Second Round,7,Miami (Fla.),72,2,Texas,75,TEAM_1,-5,-3,TEAM_2,True
2008,Second Round,10,Davidson,74,2,Georgetown,70,TEAM_1,-8,4,TEAM_1,False
2008,Second Round,1,North Carolina,108,9,Arkansas,77,TEAM_2,8,31,TEAM_1,True
2008,Second Round,1,Memphis,77,8,Mississippi State,74,TEAM_2,7,3,TEAM_1,True
2008,Second Round,7,Butler,71,2,Tennessee,76,TEAM_1,-5,-5,TEAM_2,True
2008,Second Round,6,Marquette,81,3,Stanford,82,TEAM_1,-3,-1,TEAM_2,True
2008,Second Round,11,Kansas State,55,3,Wisconsin,72,TEAM_1,-8,-17,TEAM_2,True
2008,Second Round,5,Notre Dame,41,4,Washington State,61,TEAM_1,-1,-20,TEAM_2,True
2008,Second Round,1,Kansas,75,8,UNLV,56,TEAM_2,7,19,TEAM_1,True
2008,Second Round,7,West Virginia,73,2,Duke,67,TEAM_1,-5,6,TEAM_1,False
2008,Second Round,1,UCLA,51,9,Texas A&M,49,TEAM_2,8,2,TEAM_1,True
2008,Second Round,6,Purdue,78,3,Xavier,85,TEAM_1,-3,-7,TEAM_2,True
2008,Second Round,5,Michigan State,65,4,Pittsburgh,54,TEAM_1,-1,11,TEAM_1,False
2008,First Round,1,Memphis,87,16,Texas-Arlington,63,TEAM_2,15,24,TEAM_1,True
2008,First Round,2,Tennessee,72,15,American,57,TEAM_2,13,15,TEAM_1,True
2008,First Round,2,Texas,74,15,Austin Peay,54,TEAM_2,13,20,TEAM_1,True
2008,First Round,2,Georgetown,66,15,Maryland-Baltimore County,47,TEAM_2,13,19,TEAM_1,True
2008,First Round,3,Louisville,79,14,Boise State,61,TEAM_2,11,18,TEAM_1,True
2008,First Round,1,North Carolina,113,16,Mount St. Mary's,74,TEAM_2,15,39,TEAM_1,True
2008,First Round,4,Vanderbilt,62,13,Siena,83,TEAM_2,9,-21,TEAM_2,False
2008,First Round,4,Connecticut,69,13,San Diego,70,TEAM_2,9,-1,TEAM_2,False
2008,First Round,6,Oklahoma,72,11,St. Joseph's,64,TEAM_2,5,8,TEAM_1,True
2008,First Round,8,Mississippi State,76,9,Oregon,69,TEAM_2,1,7,TEAM_1,True
2008,First Round,8,Indiana,72,9,Arkansas,86,TEAM_2,1,-14,TEAM_2,False
2008,First Round,7,Gonzaga,76,10,Davidson,82,TEAM_2,3,-6,TEAM_2,False
2008,First Round,7,Butler,81,10,South Alabama,61,TEAM_2,3,20,TEAM_1,True
2008,First Round,5,Drake,99,12,Western Kentucky,101,TEAM_2,7,-2,TEAM_2,False
2008,First Round,5,Clemson,69,12,Villanova,75,TEAM_2,7,-6,TEAM_2,False
2008,First Round,7,Miami (Fla.),78,10,St. Mary's (Cal.),64,TEAM_2,3,14,TEAM_1,True
2008,First Round,3,Stanford,77,14,Cornell,53,TEAM_2,11,24,TEAM_1,True
2008,First Round,3,Wisconsin,71,14,Cal State Fullerton,56,TEAM_2,11,15,TEAM_1,True
2008,First Round,8,Brigham Young,62,9,Texas A&M,67,TEAM_2,1,-5,TEAM_2,False
2008,First Round,7,West Virginia,75,10,Arizona,65,TEAM_2,3,10,TEAM_1,True
2008,First Round,4,Washington State,71,13,Winthrop,40,TEAM_2,9,31,TEAM_1,True
2008,First Round,3,Xavier,73,14,Georgia,61,TEAM_2,11,12,TEAM_1,True
2008,First Round,4,Pittsburgh,82,13,Oral Roberts,63,TEAM_2,9,19,TEAM_1,True
2008,First Round,2,Duke,71,15,Belmont,70,TEAM_2,13,1,TEAM_1,True
2008,First Round,1,Kansas,85,16,Portland State,61,TEAM_2,15,24,TEAM_1,True
2008,First Round,5,Michigan State,72,12,Temple,61,TEAM_2,7,11,TEAM_1,True
2008,First Round,5,Notre Dame,68,12,George Mason,50,TEAM_2,7,18,TEAM_1,True
2008,First Round,1,UCLA,70,16,Mississippi Valley State,29,TEAM_2,15,41,TEAM_1,True
2008,First Round,8,UNLV,71,9,Kent State,58,TEAM_2,1,13,TEAM_1,True
2008,First Round,6,Marquette,74,11,Kentucky,66,TEAM_2,5,8,TEAM_1,True
2008,First Round,6,Purdue,90,11,Baylor,79,TEAM_2,5,11,TEAM_1,True
2008,First Round,6,Southern California,67,11,Kansas State,80,TEAM_2,5,-13,TEAM_2,False
2008,Play-In,16,Mount St. Mary's,69,16,Coppin State,60,EQUAL,0,9,TEAM_1,True
2007,National Championship,1,Florida,84,1,Ohio State,75,EQUAL,0,9,TEAM_1,True
2007,Final Four,2,Georgetown,60,1,Ohio State,67,TEAM_1,-1,-7,TEAM_2,True
2007,Final Four,1,Florida,76,2,UCLA,66,TEAM_2,1,10,TEAM_1,True
2007,Elite Eight,1,North Carolina,84,2,Georgetown,96,TEAM_2,1,-12,TEAM_2,False
2007,Elite Eight,1,Florida,85,3,Oregon,77,TEAM_2,2,8,TEAM_1,True
2007,Elite Eight,1,Ohio State,92,2,Memphis,76,TEAM_2,1,16,TEAM_1,True
2007,Elite Eight,1,Kansas,55,2,UCLA,68,TEAM_2,1,-13,TEAM_2,False
2007,Sweet 16,6,Vanderbilt,65,2,Georgetown,66,TEAM_1,-4,-1,TEAM_2,True
2007,Sweet 16,1,North Carolina,74,5,Southern California,64,TEAM_2,4,10,TEAM_1,True
2007,Sweet 16,3,Oregon,76,7,UNLV,72,TEAM_2,4,4,TEAM_1,True
2007,Sweet 16,1,Florida,65,5,Butler,57,TEAM_2,4,8,TEAM_1,True
2007,Sweet 16,1,Kansas,61,4,Southern Illinois,58,TEAM_2,3,3,TEAM_1,True
2007,Sweet 16,3,Texas A&M,64,2,Memphis,65,TEAM_1,-1,-1,TEAM_2,True
2007,Sweet 16,1,Ohio State,85,5,Tennessee,84,TEAM_2,4,1,TEAM_1,True
2007,Sweet 16,3,Pittsburgh,55,2,UCLA,64,TEAM_1,-1,-9,TEAM_2,True
2007,Second Round,7,UNLV,74,2,Wisconsin,68,TEAM_1,-5,6,TEAM_1,False
2007,Second Round,5,Southern California,87,4,Texas,68,TEAM_1,-1,19,TEAM_1,False
2007,Second Round,5,Tennessee,77,4,Virginia,74,TEAM_1,-1,3,TEAM_1,False
2007,Second Round,11,Winthrop,61,3,Oregon,75,TEAM_1,-8,-14,TEAM_2,True
2007,Second Round,1,Kansas,88,8,Kentucky,76,TEAM_2,7,12,TEAM_1,True
2007,Second Round,5,Virginia Tech,48,4,Southern Illinois,63,TEAM_1,-1,-15,TEAM_2,True
2007,Second Round,1,Florida,74,9,Purdue,67,TEAM_2,8,7,TEAM_1,True
2007,Second Round,7,Nevada,62,2,Memphis,78,TEAM_1,-5,-16,TEAM_2,True
2007,Second Round,5,Butler,62,4,Maryland,59,TEAM_1,-1,3,TEAM_1,False
2007,Second Round,1,Ohio State,78,9,Xavier,71,TEAM_2,8,7,TEAM_1,True
2007,Second Round,6,Louisville,69,3,Texas A&M,72,TEAM_1,-3,-3,TEAM_2,True
2007,Second Round,1,North Carolina,81,9,Michigan State,67,TEAM_2,8,14,TEAM_1,True
2007,Second Round,7,Indiana,49,2,UCLA,54,TEAM_1,-5,-5,TEAM_2,True
2007,Second Round,6,Vanderbilt,78,3,Washington State,74,TEAM_1,-3,4,TEAM_1,False
2007,Second Round,11,Virginia Commonwealth,79,3,Pittsburgh,84,TEAM_1,-8,-5,TEAM_2,True
2007,Second Round,7,Boston College,55,2,Georgetown,62,TEAM_1,-5,-7,TEAM_2,True
2007,First Round,1,Florida,112,16,Jackson State,69,TEAM_2,15,43,TEAM_1,True
2007,First Round,5,Tennessee,121,12,Long Beach State,86,TEAM_2,7,35,TEAM_1,True
2007,First Round,4,Texas,79,13,New Mexico State,67,TEAM_2,9,12,TEAM_1,True
2007,First Round,4,Virginia,84,13,Albany (N.Y.),57,TEAM_2,9,27,TEAM_1,True
2007,First Round,7,Nevada,77,10,Creighton,71,TEAM_2,3,6,TEAM_1,True
2007,First Round,2,Memphis,73,15,North Texas,58,TEAM_2,13,15,TEAM_1,True
2007,First Round,3,Oregon,58,14,Miami (Ohio),56,TEAM_2,11,2,TEAM_1,True
2007,First Round,7,UNLV,67,10,Georgia Tech,63,TEAM_2,3,4,TEAM_1,True
2007,First Round,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63,TEAM_2,13,13,TEAM_1,True
2007,First Round,8,Arizona,63,9,Purdue,72,TEAM_2,1,-9,TEAM_2,False
2007,First Round,6,Notre Dame,64,11,Winthrop,74,TEAM_2,5,-10,TEAM_2,False
2007,First Round,1,Kansas,107,16,Niagara,67,TEAM_2,15,40,TEAM_1,True
2007,First Round,8,Kentucky,67,9,Villanova,58,TEAM_2,1,9,TEAM_1,True
2007,First Round,5,Virginia Tech,54,12,Illinois,52,TEAM_2,7,2,TEAM_1,True
2007,First Round,5,Southern California,77,12,Arkansas,60,TEAM_2,7,17,TEAM_1,True
2007,First Round,4,Southern Illinois,61,13,Holy Cross,51,TEAM_2,9,10,TEAM_1,True
2007,First Round,2,UCLA,70,15,Weber State,42,TEAM_2,13,28,TEAM_1,True
2007,First Round,3,Texas A&M,68,14,Penn,52,TEAM_2,11,16,TEAM_1,True
2007,First Round,3,Pittsburgh,79,14,Wright State,58,TEAM_2,11,21,TEAM_1,True
2007,First Round,6,Vanderbilt,77,11,George Washington,44,TEAM_2,5,33,TEAM_1,True
2007,First Round,1,North Carolina,86,16,Eastern Kentucky,65,TEAM_2,15,21,TEAM_1,True
2007,First Round,2,Georgetown,80,15,Belmont,55,TEAM_2,13,25,TEAM_1,True
2007,First Round,6,Duke,77,11,Virginia Commonwealth,79,TEAM_2,5,-2,TEAM_2,False
2007,First Round,8,Brigham Young,77,9,Xavier,79,TEAM_2,1,-2,TEAM_2,False
2007,First Round,4,Maryland,82,13,Davidson,70,TEAM_2,9,12,TEAM_1,True
2007,First Round,5,Butler,57,12,Old Dominion,46,TEAM_2,7,11,TEAM_1,True
2007,First Round,3,Washington State,70,14,Oral Roberts,54,TEAM_2,11,16,TEAM_1,True
2007,First Round,8,Marquette,49,9,Michigan State,61,TEAM_2,1,-12,TEAM_2,False
2007,First Round,7,Boston College,84,10,Texas Tech,75,TEAM_2,3,9,TEAM_1,True
2007,First Round,1,Ohio State,78,16,Central Connecticut State,57,TEAM_2,15,21,TEAM_1,True
2007,First Round,7,Indiana,70,10,Gonzaga,57,TEAM_2,3,13,TEAM_1,True
2007,First Round,6,Louisville,78,11,Stanford,58,TEAM_2,5,20,TEAM_1,True
2007,Play-In,16,Niagara,77,16,Florida A&M,69,EQUAL,0,8,TEAM_1,True
2006,National Championship,2,UCLA,57,3,Florida,73,TEAM_2,1,-16,TEAM_2,False
